5	5
6	4
8	4
8	3
9	4
9	4
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
9	3
4	3
6	3
9	5
10	4
10	4
11	5
11	4
11	3
11	3
11	3
11	3
11	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
5	5
7	5
11	7
11	7
11	6
11	6
11	6
11	4
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
11	3
4	3
4	3
9	6
11	5
11	3
11	3
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	4
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
12	3
